timestamp,provider,model,technique,latency_ms,input_tokens_est,context_tokens_est,total_est,prompt_tokens_actual,completion_tokens_actual,total_tokens_actual,retry_count,backoff_ms_total,overflow_handled,cost_estimate_usd,notes
2026-01-07T23:04:14.848337,openai,gpt-4o-mini,few_shot_classify,1150,489,0,492,492,13,505,0,0,False,~$0.000082,
2026-01-07T23:04:15.887937,openai,gpt-4o-mini,few_shot_classify,1034,490,0,493,493,11,504,0,0,False,~$0.000081,
2026-01-07T23:04:18.193126,openai,gpt-4o-mini,few_shot_classify,2302,491,0,494,494,15,509,0,0,False,~$0.000083,
2026-01-07T23:04:19.472556,openai,gpt-4o-mini,few_shot_classify,1276,489,0,492,492,12,504,0,0,False,~$0.000081,
2026-01-07T23:04:21.139390,openai,gpt-4o-mini,few_shot_classify,1663,491,0,494,494,15,509,0,0,False,~$0.000083,
2026-01-07T23:04:23.396729,openai,gpt-4o-mini,few_shot_classify,2253,494,0,497,497,15,512,0,0,False,~$0.000084,
2026-01-07T23:04:26.901239,openai,gpt-4o-mini,few_shot_classify,3501,488,0,491,491,14,505,0,0,False,~$0.000082,
2026-01-07T23:04:28.087278,openai,gpt-4o-mini,few_shot_classify,1180,493,0,496,496,15,511,0,0,False,~$0.000083,
2026-01-07T23:04:29.281148,openai,gpt-4o-mini,few_shot_classify,1190,492,0,495,495,11,506,0,0,False,~$0.000081,
2026-01-07T23:04:31.195646,openai,gpt-4o-mini,few_shot_classify,1911,486,0,489,489,12,501,0,0,False,~$0.000081,
2026-01-07T23:04:32.459509,openai,gpt-4o-mini,few_shot_classify,1259,489,0,492,492,11,503,0,0,False,~$0.000080,
2026-01-07T23:04:33.645195,openai,gpt-4o-mini,few_shot_classify,1182,487,0,490,490,11,501,0,0,False,~$0.000080,
2026-01-07T23:04:34.769943,openai,gpt-4o-mini,few_shot_classify,1122,493,0,496,496,15,511,0,0,False,~$0.000083,
2026-01-07T23:04:35.773353,openai,gpt-4o-mini,few_shot_classify,999,490,0,493,493,11,504,0,0,False,~$0.000081,
2026-01-07T23:04:36.843610,openai,gpt-4o-mini,few_shot_classify,1065,486,0,489,489,13,502,0,0,False,~$0.000081,
2026-01-07T23:04:38.047764,openai,gpt-4o-mini,few_shot_classify,1200,488,0,491,491,11,502,0,0,False,~$0.000080,
2026-01-07T23:04:39.312341,openai,gpt-4o-mini,few_shot_classify,1260,488,0,491,491,15,506,0,0,False,~$0.000083,
2026-01-07T23:04:40.329740,openai,gpt-4o-mini,few_shot_classify,1011,487,0,490,490,11,501,0,0,False,~$0.000080,
2026-01-07T23:04:41.405612,openai,gpt-4o-mini,few_shot_classify,1070,489,0,492,492,15,507,0,0,False,~$0.000083,
2026-01-07T23:04:42.541826,openai,gpt-4o-mini,few_shot_classify,1134,485,0,488,488,13,501,0,0,False,~$0.000081,
2026-01-07T23:04:43.573591,openai,gpt-4o-mini,few_shot_classify,1027,482,0,485,485,11,496,0,0,False,~$0.000079,
2026-01-07T23:04:44.597107,openai,gpt-4o-mini,few_shot_classify,1019,490,0,493,493,14,507,0,0,False,~$0.000082,
2026-01-07T23:04:46.050669,openai,gpt-4o-mini,few_shot_classify,1450,487,0,490,490,14,504,0,0,False,~$0.000082,
2026-01-07T23:04:47.482416,openai,gpt-4o-mini,few_shot_classify,1428,489,0,492,492,11,503,0,0,False,~$0.000080,
2026-01-07T23:04:51.347828,openai,gpt-4o-mini,few_shot_classify,3861,485,0,488,488,11,499,0,0,False,~$0.000080,
2026-01-07T23:04:52.375844,openai,gpt-4o-mini,few_shot_classify,1022,489,0,492,492,11,503,0,0,False,~$0.000080,
2026-01-07T23:04:53.284223,openai,gpt-4o-mini,few_shot_classify,904,486,0,489,489,11,500,0,0,False,~$0.000080,
2026-01-07T23:04:54.388132,openai,gpt-4o-mini,few_shot_classify,1100,485,0,488,488,11,499,0,0,False,~$0.000080,
2026-01-07T23:09:18.241177,openai,gpt-4o-mini,few_shot_classify,2500,501,0,504,504,13,517,0,0,False,~$0.000083,
2026-01-07T23:09:19.261301,openai,gpt-4o-mini,few_shot_classify,1015,501,0,504,504,13,517,0,0,False,~$0.000083,
2026-01-07T23:09:20.331182,openai,gpt-4o-mini,few_shot_classify,1066,495,0,498,498,14,512,0,0,False,~$0.000083,
2026-01-07T23:09:21.416539,openai,gpt-4o-mini,few_shot_classify,1082,490,0,493,493,13,506,0,0,False,~$0.000082,
2026-01-07T23:09:22.413359,openai,gpt-4o-mini,few_shot_classify,993,490,0,493,493,13,506,0,0,False,~$0.000082,
2026-01-07T23:09:23.534016,openai,gpt-4o-mini,few_shot_classify,1116,488,0,491,491,13,504,0,0,False,~$0.000081,
2026-01-07T23:09:24.560944,openai,gpt-4o-mini,few_shot_classify,1022,492,0,495,495,13,508,0,0,False,~$0.000082,
2026-01-07T23:09:25.613354,openai,gpt-4o-mini,few_shot_classify,1048,490,0,493,493,13,506,0,0,False,~$0.000082,
2026-01-07T23:09:26.654696,openai,gpt-4o-mini,few_shot_classify,1038,484,0,487,487,11,498,0,0,False,~$0.000080,
2026-01-07T23:09:27.721868,openai,gpt-4o-mini,few_shot_classify,1064,489,0,492,492,13,505,0,0,False,~$0.000082,
2026-01-07T23:09:29.257507,openai,gpt-4o-mini,few_shot_classify,1530,493,0,496,496,14,510,0,0,False,~$0.000083,
2026-01-07T23:09:30.742859,openai,gpt-4o-mini,few_shot_classify,1481,488,0,491,491,11,502,0,0,False,~$0.000080,
2026-01-07T23:09:31.917301,openai,gpt-4o-mini,few_shot_classify,1173,488,0,491,491,13,504,0,0,False,~$0.000081,
2026-01-07T23:09:32.979248,openai,gpt-4o-mini,few_shot_classify,1059,495,0,498,498,11,509,0,0,False,~$0.000081,
2026-01-07T23:09:35.200040,openai,gpt-4o-mini,few_shot_classify,2215,488,0,491,491,11,502,0,0,False,~$0.000080,
2026-01-07T23:09:37.412714,openai,gpt-4o-mini,few_shot_classify,2208,486,0,489,489,15,504,0,0,False,~$0.000082,
2026-01-07T23:09:39.061890,openai,gpt-4o-mini,few_shot_classify,1646,493,0,496,496,13,509,0,0,False,~$0.000082,
2026-01-07T23:09:40.472527,openai,gpt-4o-mini,few_shot_classify,1406,486,0,489,489,11,500,0,0,False,~$0.000080,
2026-01-07T23:09:42.561181,openai,gpt-4o-mini,few_shot_classify,2086,487,0,490,490,13,503,0,0,False,~$0.000081,
2026-01-07T23:09:44.624485,openai,gpt-4o-mini,few_shot_classify,2062,484,0,487,487,11,498,0,0,False,~$0.000080,
2026-01-07T23:09:46.486441,openai,gpt-4o-mini,few_shot_classify,1859,489,0,492,492,13,505,0,0,False,~$0.000082,
2026-01-07T23:09:47.778388,openai,gpt-4o-mini,few_shot_classify,1289,487,0,490,490,11,501,0,0,False,~$0.000080,
2026-01-07T23:09:51.092684,openai,gpt-4o-mini,few_shot_classify,3313,488,0,491,491,13,504,0,0,False,~$0.000081,
2026-01-07T23:09:52.423759,openai,gpt-4o-mini,few_shot_classify,1327,489,0,492,492,13,505,0,0,False,~$0.000082,
2026-01-07T23:09:53.825029,openai,gpt-4o-mini,few_shot_classify,1399,490,0,493,493,15,508,0,0,False,~$0.000083,
2026-01-07T23:09:55.151868,openai,gpt-4o-mini,few_shot_classify,1324,488,0,491,491,14,505,0,0,False,~$0.000082,
2026-01-07T23:09:56.448514,openai,gpt-4o-mini,few_shot_classify,1295,490,0,493,493,15,508,0,0,False,~$0.000083,
2026-01-07T23:09:57.773103,openai,gpt-4o-mini,few_shot_classify,1322,493,0,496,496,15,511,0,0,False,~$0.000083,
2026-01-07T23:09:59.130307,openai,gpt-4o-mini,few_shot_classify,1354,487,0,490,490,14,504,0,0,False,~$0.000082,
2026-01-07T23:10:00.173713,openai,gpt-4o-mini,few_shot_classify,1040,492,0,495,495,15,510,0,0,False,~$0.000083,
2026-01-07T23:10:01.009578,openai,gpt-4o-mini,few_shot_classify,833,491,0,494,494,11,505,0,0,False,~$0.000081,
2026-01-07T23:10:01.964282,openai,gpt-4o-mini,few_shot_classify,951,485,0,488,488,12,500,0,0,False,~$0.000080,
2026-01-07T23:10:02.758456,openai,gpt-4o-mini,few_shot_classify,791,488,0,491,491,11,502,0,0,False,~$0.000080,
2026-01-07T23:10:03.954700,openai,gpt-4o-mini,few_shot_classify,1193,486,0,489,489,13,502,0,0,False,~$0.000081,
2026-01-07T23:10:05.274318,openai,gpt-4o-mini,few_shot_classify,1318,492,0,495,495,13,508,0,0,False,~$0.000082,
2026-01-07T23:10:06.413813,openai,gpt-4o-mini,few_shot_classify,1137,489,0,492,492,11,503,0,0,False,~$0.000080,
2026-01-07T23:10:07.454008,openai,gpt-4o-mini,few_shot_classify,1038,485,0,488,488,13,501,0,0,False,~$0.000081,
2026-01-07T23:10:08.593143,openai,gpt-4o-mini,few_shot_classify,1137,487,0,490,490,11,501,0,0,False,~$0.000080,
2026-01-07T23:10:09.599074,openai,gpt-4o-mini,few_shot_classify,1001,487,0,490,490,15,505,0,0,False,~$0.000082,
2026-01-07T23:10:10.649603,openai,gpt-4o-mini,few_shot_classify,1046,486,0,489,489,11,500,0,0,False,~$0.000080,
2026-01-07T23:10:11.850985,openai,gpt-4o-mini,few_shot_classify,1197,488,0,491,491,15,506,0,0,False,~$0.000083,
2026-01-07T23:10:13.211330,openai,gpt-4o-mini,few_shot_classify,1357,484,0,487,487,13,500,0,0,False,~$0.000081,
2026-01-07T23:10:14.406037,openai,gpt-4o-mini,few_shot_classify,1191,481,0,484,484,11,495,0,0,False,~$0.000079,
2026-01-07T23:10:15.608848,openai,gpt-4o-mini,few_shot_classify,1199,489,0,492,492,14,506,0,0,False,~$0.000082,
2026-01-07T23:10:16.917670,openai,gpt-4o-mini,few_shot_classify,1305,486,0,489,489,12,501,0,0,False,~$0.000081,
2026-01-07T23:10:18.189053,openai,gpt-4o-mini,few_shot_classify,1269,488,0,491,491,13,504,0,0,False,~$0.000081,
2026-01-07T23:10:19.208169,openai,gpt-4o-mini,few_shot_classify,1015,484,0,487,487,11,498,0,0,False,~$0.000080,
2026-01-07T23:10:20.625889,openai,gpt-4o-mini,few_shot_classify,1416,488,0,491,491,11,502,0,0,False,~$0.000080,
2026-01-07T23:10:21.741361,openai,gpt-4o-mini,few_shot_classify,1111,485,0,488,488,11,499,0,0,False,~$0.000080,
2026-01-07T23:10:23.376037,openai,gpt-4o-mini,few_shot_classify,1631,484,0,487,487,11,498,0,0,False,~$0.000080,
2026-01-07T23:11:11.624337,openai,gpt-4o-mini,few_shot_classify,1864,501,0,504,504,13,517,0,0,False,~$0.000083,
2026-01-07T23:11:13.107639,openai,gpt-4o-mini,few_shot_classify,1481,501,0,504,504,13,517,0,0,False,~$0.000083,
2026-01-07T23:11:14.422945,openai,gpt-4o-mini,few_shot_classify,1312,495,0,498,498,14,512,0,0,False,~$0.000083,
2026-01-07T23:11:15.505577,openai,gpt-4o-mini,few_shot_classify,1080,490,0,493,493,13,506,0,0,False,~$0.000082,
2026-01-07T23:11:16.941239,openai,gpt-4o-mini,few_shot_classify,1434,490,0,493,493,13,506,0,0,False,~$0.000082,
2026-01-07T23:11:18.239300,openai,gpt-4o-mini,few_shot_classify,1295,488,0,491,491,13,504,0,0,False,~$0.000081,
2026-01-07T23:11:19.347908,openai,gpt-4o-mini,few_shot_classify,1107,492,0,495,495,13,508,0,0,False,~$0.000082,
2026-01-07T23:11:20.476474,openai,gpt-4o-mini,few_shot_classify,1125,490,0,493,493,13,506,0,0,False,~$0.000082,
2026-01-07T23:11:21.507715,openai,gpt-4o-mini,few_shot_classify,1026,484,0,487,487,11,498,0,0,False,~$0.000080,
2026-01-07T23:11:22.607313,openai,gpt-4o-mini,few_shot_classify,1097,489,0,492,492,13,505,0,0,False,~$0.000082,
2026-01-07T23:11:23.716494,openai,gpt-4o-mini,few_shot_classify,1106,493,0,496,496,14,510,0,0,False,~$0.000083,
2026-01-07T23:11:24.951802,openai,gpt-4o-mini,few_shot_classify,1232,488,0,491,491,11,502,0,0,False,~$0.000080,
2026-01-07T23:11:26.009763,openai,gpt-4o-mini,few_shot_classify,1053,488,0,491,491,15,506,0,0,False,~$0.000083,
2026-01-07T23:11:27.001868,openai,gpt-4o-mini,few_shot_classify,989,495,0,498,498,11,509,0,0,False,~$0.000081,
2026-01-07T23:11:28.060599,openai,gpt-4o-mini,few_shot_classify,1054,488,0,491,491,11,502,0,0,False,~$0.000080,
2026-01-07T23:11:29.214297,openai,gpt-4o-mini,few_shot_classify,1149,486,0,489,489,13,502,0,0,False,~$0.000081,
2026-01-07T23:11:30.270873,openai,gpt-4o-mini,few_shot_classify,1054,493,0,496,496,13,509,0,0,False,~$0.000082,
2026-01-07T23:11:31.334344,openai,gpt-4o-mini,few_shot_classify,1061,486,0,489,489,11,500,0,0,False,~$0.000080,
2026-01-07T23:11:32.395404,openai,gpt-4o-mini,few_shot_classify,1058,487,0,490,490,13,503,0,0,False,~$0.000081,
2026-01-07T23:11:33.305590,openai,gpt-4o-mini,few_shot_classify,907,484,0,487,487,11,498,0,0,False,~$0.000080,
2026-01-07T23:11:34.462989,openai,gpt-4o-mini,few_shot_classify,1155,489,0,492,492,13,505,0,0,False,~$0.000082,
2026-01-07T23:11:35.472631,openai,gpt-4o-mini,few_shot_classify,1006,487,0,490,490,11,501,0,0,False,~$0.000080,
2026-01-07T23:11:36.597793,openai,gpt-4o-mini,few_shot_classify,1121,488,0,491,491,11,502,0,0,False,~$0.000080,
2026-01-07T23:11:37.701810,openai,gpt-4o-mini,few_shot_classify,1101,489,0,492,492,13,505,0,0,False,~$0.000082,
2026-01-07T23:11:38.778045,openai,gpt-4o-mini,few_shot_classify,1073,490,0,493,493,15,508,0,0,False,~$0.000083,
2026-01-07T23:11:39.917055,openai,gpt-4o-mini,few_shot_classify,1136,488,0,491,491,14,505,0,0,False,~$0.000082,
2026-01-07T23:11:40.820394,openai,gpt-4o-mini,few_shot_classify,901,490,0,493,493,15,508,0,0,False,~$0.000083,
2026-01-07T23:11:41.980023,openai,gpt-4o-mini,few_shot_classify,1156,493,0,496,496,15,511,0,0,False,~$0.000083,
2026-01-07T23:11:43.024301,openai,gpt-4o-mini,few_shot_classify,1040,487,0,490,490,14,504,0,0,False,~$0.000082,
2026-01-07T23:11:44.248098,openai,gpt-4o-mini,few_shot_classify,1220,492,0,495,495,15,510,0,0,False,~$0.000083,
2026-01-07T23:11:45.358942,openai,gpt-4o-mini,few_shot_classify,1105,491,0,494,494,11,505,0,0,False,~$0.000081,
2026-01-07T23:11:46.483548,openai,gpt-4o-mini,few_shot_classify,1121,485,0,488,488,14,502,0,0,False,~$0.000082,
2026-01-07T23:11:47.857733,openai,gpt-4o-mini,few_shot_classify,1371,488,0,491,491,11,502,0,0,False,~$0.000080,
2026-01-07T23:11:49.192848,openai,gpt-4o-mini,few_shot_classify,1333,486,0,489,489,13,502,0,0,False,~$0.000081,
2026-01-07T23:11:50.395338,openai,gpt-4o-mini,few_shot_classify,1200,492,0,495,495,15,510,0,0,False,~$0.000083,
2026-01-07T23:11:51.929439,openai,gpt-4o-mini,few_shot_classify,1531,489,0,492,492,11,503,0,0,False,~$0.000080,
2026-01-07T23:11:52.937833,openai,gpt-4o-mini,few_shot_classify,1003,485,0,488,488,11,499,0,0,False,~$0.000080,
2026-01-07T23:11:54.132361,openai,gpt-4o-mini,few_shot_classify,1192,487,0,490,490,11,501,0,0,False,~$0.000080,
2026-01-07T23:11:55.264124,openai,gpt-4o-mini,few_shot_classify,1128,487,0,490,490,15,505,0,0,False,~$0.000082,
2026-01-07T23:11:57.022250,openai,gpt-4o-mini,few_shot_classify,1754,486,0,489,489,11,500,0,0,False,~$0.000080,
2026-01-07T23:11:58.007806,openai,gpt-4o-mini,few_shot_classify,983,488,0,491,491,15,506,0,0,False,~$0.000083,
2026-01-07T23:11:59.427258,openai,gpt-4o-mini,few_shot_classify,1417,484,0,487,487,13,500,0,0,False,~$0.000081,
2026-01-07T23:12:00.489992,openai,gpt-4o-mini,few_shot_classify,1058,481,0,484,484,11,495,0,0,False,~$0.000079,
2026-01-07T23:12:01.493954,openai,gpt-4o-mini,few_shot_classify,1001,489,0,492,492,14,506,0,0,False,~$0.000082,
2026-01-07T23:12:02.681567,openai,gpt-4o-mini,few_shot_classify,1182,486,0,489,489,14,503,0,0,False,~$0.000082,
2026-01-07T23:12:03.612778,openai,gpt-4o-mini,few_shot_classify,927,488,0,491,491,13,504,0,0,False,~$0.000081,
2026-01-07T23:12:06.704370,openai,gpt-4o-mini,few_shot_classify,3090,484,0,487,487,11,498,0,0,False,~$0.000080,
2026-01-07T23:12:08.163410,openai,gpt-4o-mini,few_shot_classify,1454,488,0,491,491,13,504,0,0,False,~$0.000081,
2026-01-07T23:12:10.003436,openai,gpt-4o-mini,few_shot_classify,1838,485,0,488,488,11,499,0,0,False,~$0.000080,
2026-01-07T23:12:11.232938,openai,gpt-4o-mini,few_shot_classify,1225,484,0,487,487,11,498,0,0,False,~$0.000080,
2026-01-08T11:19:32.101258,openai,gpt-4o-mini,few_shot_classify,2229,467,0,470,470,13,483,0,0,False,~$0.000078,
2026-01-08T11:19:33.730462,openai,gpt-4o-mini,few_shot_classify,1625,467,0,470,470,13,483,0,0,False,~$0.000078,
2026-01-08T11:19:35.574557,openai,gpt-4o-mini,few_shot_classify,1824,461,0,464,464,14,478,0,0,False,~$0.000078,
2026-01-08T11:19:37.212397,openai,gpt-4o-mini,few_shot_classify,1628,456,0,459,459,13,472,0,0,False,~$0.000077,
2026-01-08T11:19:38.722819,openai,gpt-4o-mini,few_shot_classify,1509,456,0,459,459,11,470,0,0,False,~$0.000075,
2026-01-08T11:19:40.193031,openai,gpt-4o-mini,few_shot_classify,1466,454,0,457,457,11,468,0,0,False,~$0.000075,
2026-01-08T11:19:41.203243,openai,gpt-4o-mini,few_shot_classify,1007,458,0,461,461,13,474,0,0,False,~$0.000077,
2026-01-08T11:19:42.948018,openai,gpt-4o-mini,few_shot_classify,1741,456,0,459,459,13,472,0,0,False,~$0.000077,
2026-01-08T11:19:45.710474,openai,gpt-4o-mini,few_shot_classify,2069,450,0,453,453,11,464,0,0,False,~$0.000075,
2026-01-08T11:19:47.634158,openai,gpt-4o-mini,few_shot_classify,1106,455,0,458,458,13,471,0,0,False,~$0.000077,
2026-01-08T11:19:49.592834,openai,gpt-4o-mini,few_shot_classify,1072,459,0,462,462,14,476,0,0,False,~$0.000078,
2026-01-08T11:19:50.595662,openai,gpt-4o-mini,few_shot_classify,1001,454,0,457,457,11,468,0,0,False,~$0.000075,
2026-01-08T11:19:51.755563,openai,gpt-4o-mini,few_shot_classify,1047,454,0,457,457,13,470,0,0,False,~$0.000076,
2026-01-08T11:19:52.872328,openai,gpt-4o-mini,few_shot_classify,1112,461,0,464,464,13,477,0,0,False,~$0.000077,
2026-01-08T11:19:53.840903,openai,gpt-4o-mini,few_shot_classify,965,454,0,457,457,11,468,0,0,False,~$0.000075,
2026-01-08T11:19:54.859902,openai,gpt-4o-mini,few_shot_classify,1015,452,0,455,455,15,470,0,0,False,~$0.000077,
2026-01-08T11:19:55.930775,openai,gpt-4o-mini,few_shot_classify,1047,459,0,462,462,15,477,0,0,False,~$0.000078,
2026-01-08T11:19:56.915105,openai,gpt-4o-mini,few_shot_classify,981,452,0,455,455,11,466,0,0,False,~$0.000075,
2026-01-08T11:19:58.127185,openai,gpt-4o-mini,few_shot_classify,1203,453,0,456,456,13,469,0,0,False,~$0.000076,
2026-01-08T11:19:58.960027,openai,gpt-4o-mini,few_shot_classify,830,450,0,453,453,11,464,0,0,False,~$0.000075,
2026-01-08T11:19:59.978862,openai,gpt-4o-mini,few_shot_classify,1001,455,0,458,458,13,471,0,0,False,~$0.000077,
2026-01-08T11:20:00.810941,openai,gpt-4o-mini,few_shot_classify,819,453,0,456,456,11,467,0,0,False,~$0.000075,
2026-01-08T11:20:01.848646,openai,gpt-4o-mini,few_shot_classify,1034,454,0,457,457,11,468,0,0,False,~$0.000075,
2026-01-08T11:20:03.077769,openai,gpt-4o-mini,few_shot_classify,1226,455,0,458,458,13,471,0,0,False,~$0.000077,
2026-01-08T11:20:04.113035,openai,gpt-4o-mini,few_shot_classify,1033,456,0,459,459,15,474,0,0,False,~$0.000078,
2026-01-08T11:20:05.431795,openai,gpt-4o-mini,few_shot_classify,1317,454,0,457,457,14,471,0,0,False,~$0.000077,
2026-01-08T11:20:06.444623,openai,gpt-4o-mini,few_shot_classify,1011,456,0,459,459,13,472,0,0,False,~$0.000077,
2026-01-08T11:20:07.882765,openai,gpt-4o-mini,few_shot_classify,1435,459,0,462,462,15,477,0,0,False,~$0.000078,
2026-01-08T11:20:08.920292,openai,gpt-4o-mini,few_shot_classify,1034,453,0,456,456,12,468,0,0,False,~$0.000076,
2026-01-08T11:20:09.953576,openai,gpt-4o-mini,few_shot_classify,1022,458,0,461,461,15,476,0,0,False,~$0.000078,
2026-01-08T11:20:11.211105,openai,gpt-4o-mini,few_shot_classify,1252,457,0,460,460,13,473,0,0,False,~$0.000077,
2026-01-08T11:20:12.440502,openai,gpt-4o-mini,few_shot_classify,1226,451,0,454,454,14,468,0,0,False,~$0.000076,
2026-01-08T11:20:13.522052,openai,gpt-4o-mini,few_shot_classify,1078,454,0,457,457,11,468,0,0,False,~$0.000075,
2026-01-08T11:20:14.628416,openai,gpt-4o-mini,few_shot_classify,1105,452,0,455,455,11,466,0,0,False,~$0.000075,
2026-01-08T11:20:15.722472,openai,gpt-4o-mini,few_shot_classify,1093,458,0,461,461,15,476,0,0,False,~$0.000078,
2026-01-08T11:20:16.518756,openai,gpt-4o-mini,few_shot_classify,792,455,0,458,458,11,469,0,0,False,~$0.000075,
2026-01-08T11:20:17.643915,openai,gpt-4o-mini,few_shot_classify,1122,451,0,454,454,13,467,0,0,False,~$0.000076,
2026-01-08T11:20:18.884910,openai,gpt-4o-mini,few_shot_classify,1238,453,0,456,456,11,467,0,0,False,~$0.000075,
2026-01-08T11:20:19.933473,openai,gpt-4o-mini,few_shot_classify,1039,453,0,456,456,15,471,0,0,False,~$0.000077,
2026-01-08T11:20:20.722746,openai,gpt-4o-mini,few_shot_classify,785,452,0,455,455,11,466,0,0,False,~$0.000075,
2026-01-08T11:20:21.888920,openai,gpt-4o-mini,few_shot_classify,1162,454,0,457,457,13,470,0,0,False,~$0.000076,
2026-01-08T11:20:23.153847,openai,gpt-4o-mini,few_shot_classify,1261,450,0,453,453,11,464,0,0,False,~$0.000075,
2026-01-08T11:20:24.077789,openai,gpt-4o-mini,few_shot_classify,914,447,0,450,450,11,461,0,0,False,~$0.000074,
2026-01-08T11:20:25.007378,openai,gpt-4o-mini,few_shot_classify,911,455,0,458,458,14,472,0,0,False,~$0.000077,
2026-01-08T11:20:25.904926,openai,gpt-4o-mini,few_shot_classify,894,452,0,455,455,14,469,0,0,False,~$0.000077,
2026-01-08T11:20:26.965455,openai,gpt-4o-mini,few_shot_classify,1058,454,0,457,457,13,470,0,0,False,~$0.000076,
2026-01-08T11:20:27.962219,openai,gpt-4o-mini,few_shot_classify,993,450,0,453,453,11,464,0,0,False,~$0.000075,
2026-01-08T11:20:28.958746,openai,gpt-4o-mini,few_shot_classify,994,454,0,457,457,11,468,0,0,False,~$0.000075,
2026-01-08T11:20:29.918691,openai,gpt-4o-mini,few_shot_classify,957,451,0,454,454,11,465,0,0,False,~$0.000075,
2026-01-08T11:20:30.677572,openai,gpt-4o-mini,few_shot_classify,756,450,0,453,453,11,464,0,0,False,~$0.000075,
2026-01-08T11:24:10.490536,openai,gpt-4o-mini,few_shot_classify,1478,498,0,501,501,13,514,0,0,False,~$0.000083,
2026-01-08T11:24:11.640069,openai,gpt-4o-mini,few_shot_classify,1144,498,0,501,501,13,514,0,0,False,~$0.000083,
2026-01-08T11:24:12.870615,openai,gpt-4o-mini,few_shot_classify,1229,492,0,495,495,14,509,0,0,False,~$0.000083,
2026-01-08T11:24:13.908123,openai,gpt-4o-mini,few_shot_classify,1036,487,0,490,490,13,503,0,0,False,~$0.000081,
2026-01-08T11:24:14.913972,openai,gpt-4o-mini,few_shot_classify,1003,487,0,490,490,13,503,0,0,False,~$0.000081,
2026-01-08T11:24:15.897456,openai,gpt-4o-mini,few_shot_classify,981,485,0,488,488,13,501,0,0,False,~$0.000081,
2026-01-08T11:24:16.910746,openai,gpt-4o-mini,few_shot_classify,1011,489,0,492,492,13,505,0,0,False,~$0.000082,
2026-01-08T11:24:18.160515,openai,gpt-4o-mini,few_shot_classify,1248,487,0,490,490,13,503,0,0,False,~$0.000081,
2026-01-08T11:24:19.206469,openai,gpt-4o-mini,few_shot_classify,1043,481,0,484,484,11,495,0,0,False,~$0.000079,
2026-01-08T11:24:20.190139,openai,gpt-4o-mini,few_shot_classify,980,486,0,489,489,13,502,0,0,False,~$0.000081,
2026-01-08T11:24:21.264305,openai,gpt-4o-mini,few_shot_classify,1073,490,0,493,493,14,507,0,0,False,~$0.000082,
2026-01-08T11:24:22.497112,openai,gpt-4o-mini,few_shot_classify,1229,485,0,488,488,11,499,0,0,False,~$0.000080,
2026-01-08T11:24:23.524807,openai,gpt-4o-mini,few_shot_classify,1024,485,0,488,488,11,499,0,0,False,~$0.000080,
2026-01-08T11:24:24.526525,openai,gpt-4o-mini,few_shot_classify,999,492,0,495,495,13,508,0,0,False,~$0.000082,
2026-01-08T11:24:25.597484,openai,gpt-4o-mini,few_shot_classify,1069,485,0,488,488,11,499,0,0,False,~$0.000080,
2026-01-08T11:24:26.750638,openai,gpt-4o-mini,few_shot_classify,1149,483,0,486,486,13,499,0,0,False,~$0.000081,
2026-01-08T11:24:27.825222,openai,gpt-4o-mini,few_shot_classify,1071,490,0,493,493,13,506,0,0,False,~$0.000082,
2026-01-08T11:24:28.881602,openai,gpt-4o-mini,few_shot_classify,1054,483,0,486,486,11,497,0,0,False,~$0.000079,
2026-01-08T11:24:29.896592,openai,gpt-4o-mini,few_shot_classify,1013,484,0,487,487,13,500,0,0,False,~$0.000081,
2026-01-08T11:24:30.901417,openai,gpt-4o-mini,few_shot_classify,1000,481,0,484,484,11,495,0,0,False,~$0.000079,
2026-01-08T11:24:31.916899,openai,gpt-4o-mini,few_shot_classify,1011,486,0,489,489,13,502,0,0,False,~$0.000081,
2026-01-08T11:24:32.957882,openai,gpt-4o-mini,few_shot_classify,1038,484,0,487,487,11,498,0,0,False,~$0.000080,
2026-01-08T11:24:33.941629,openai,gpt-4o-mini,few_shot_classify,981,485,0,488,488,11,499,0,0,False,~$0.000080,
2026-01-08T11:24:34.720672,openai,gpt-4o-mini,few_shot_classify,778,486,0,489,489,13,502,0,0,False,~$0.000081,
2026-01-08T11:24:35.703685,openai,gpt-4o-mini,few_shot_classify,980,487,0,490,490,13,503,0,0,False,~$0.000081,
2026-01-08T11:24:37.073190,openai,gpt-4o-mini,few_shot_classify,1367,485,0,488,488,14,502,0,0,False,~$0.000082,
2026-01-08T11:24:38.240368,openai,gpt-4o-mini,few_shot_classify,1164,487,0,490,490,15,505,0,0,False,~$0.000082,
2026-01-08T11:24:39.557817,openai,gpt-4o-mini,few_shot_classify,1314,490,0,493,493,15,508,0,0,False,~$0.000083,
2026-01-08T11:24:40.740350,openai,gpt-4o-mini,few_shot_classify,1179,484,0,487,487,14,501,0,0,False,~$0.000081,
2026-01-08T11:24:41.561449,openai,gpt-4o-mini,few_shot_classify,819,489,0,492,492,15,507,0,0,False,~$0.000083,
2026-01-08T11:24:42.594547,openai,gpt-4o-mini,few_shot_classify,1030,488,0,491,491,13,504,0,0,False,~$0.000081,
2026-01-08T11:24:43.587882,openai,gpt-4o-mini,few_shot_classify,990,482,0,485,485,14,499,0,0,False,~$0.000081,
2026-01-08T11:24:44.635851,openai,gpt-4o-mini,few_shot_classify,1045,485,0,488,488,11,499,0,0,False,~$0.000080,
